Year,State,Age Group (Years),State Rate,State Births,U.S. Births,U.S. Birth Rate,Unit
2000,Arizona,18-19 years,106.1,7722,311781,78.1,"per 1,000"
2000,Arkansas,18-19 years,111.1,4379,311781,78.1,"per 1,000"
2000,California,18-19 years,77.6,36549,311781,78.1,"per 1,000"
2000,Colorado,18-19 years,83.6,4936,311781,78.1,"per 1,000"
2000,Connecticut,18-19 years,53.7,2200,311781,78.1,"per 1,000"
2000,Delaware,18-19 years,71.2,878,311781,78.1,"per 1,000"
2000,District of Columbia,18-19 years,57,649,311781,78.1,"per 1,000"
2000,Florida,18-19 years,84.2,16518,311781,78.1,"per 1,000"
2000,Georgia,18-19 years,101,11880,311781,78.1,"per 1,000"
2000,Hawaii,18-19 years,83.5,1246,311781,78.1,"per 1,000"
2000,Idaho,18-19 years,73.5,1678,311781,78.1,"per 1,000"
2000,Illinois,18-19 years,78.4,13562,311781,78.1,"per 1,000"
2000,Indiana,18-19 years,80.9,7492,311781,78.1,"per 1,000"
2000,Iowa,18-19 years,56.8,2650,311781,78.1,"per 1,000"
2000,Kansas,18-19 years,80.7,3327,311781,78.1,"per 1,000"
2000,Kentucky,18-19 years,91.7,5372,311781,78.1,"per 1,000"
2000,Louisiana,18-19 years,100.1,7473,311781,78.1,"per 1,000"
2000,Maine,18-19 years,54,910,311781,78.1,"per 1,000"
2000,Maryland,18-19 years,69.8,4703,311781,78.1,"per 1,000"
2000,Massachusetts,18-19 years,40.4,3568,311781,78.1,"per 1,000"
2000,Michigan,18-19 years,66.9,9502,311781,78.1,"per 1,000"
2000,Minnesota,18-19 years,51.6,3756,311781,78.1,"per 1,000"
2000,Mississippi,18-19 years,105.6,5100,311781,78.1,"per 1,000"
2000,Missouri,18-19 years,80.5,6650,311781,78.1,"per 1,000"
2000,Montana,18-19 years,65.6,862,311781,78.1,"per 1,000"
2000,Nebraska,18-19 years,65.3,1724,311781,78.1,"per 1,000"
2000,Nevada,18-19 years,106.5,2562,311781,78.1,"per 1,000"
2000,New Hampshire,18-19 years,42.6,738,311781,78.1,"per 1,000"
2000,New Jersey,18-19 years,57.3,5427,311781,78.1,"per 1,000"
2000,New Mexico,18-19 years,107.2,2955,311781,78.1,"per 1,000"
2000,New York,18-19 years,54.4,13825,311781,78.1,"per 1,000"
2000,North Carolina,18-19 years,92,10266,311781,78.1,"per 1,000"
2000,North Dakota,18-19 years,48.3,519,311781,78.1,"per 1,000"
2000,Ohio,18-19 years,78,12659,311781,78.1,"per 1,000"
2000,Oklahoma,18-19 years,99.5,5257,311781,78.1,"per 1,000"
2000,Oregon,18-19 years,71.8,3437,311781,78.1,"per 1,000"
2000,Pennsylvania,18-19 years,54.1,9414,311781,78.1,"per 1,000"
2000,Rhode Island,18-19 years,47.7,835,311781,78.1,"per 1,000"
2000,South Carolina,18-19 years,88.1,5461,311781,78.1,"per 1,000"
2000,South Dakota,18-19 years,67.1,802,311781,78.1,"per 1,000"
2000,Tennessee,18-19 years,95.9,7681,311781,78.1,"per 1,000"
2000,Texas,18-19 years,109.6,34675,311781,78.1,"per 1,000"
2000,Total U.S.,18-19 years,78.1,311781,311781,78.1,"per 1,000"
2000,Utah,18-19 years,59.5,2875,311781,78.1,"per 1,000"
2000,Vermont,18-19 years,42.3,383,311781,78.1,"per 1,000"
2000,Virginia,18-19 years,68.5,6670,311781,78.1,"per 1,000"
2000,Washington,18-19 years,67.6,5567,311781,78.1,"per 1,000"
2000,West Virginia,18-19 years,78.9,2022,311781,78.1,"per 1,000"
2000,Wisconsin,18-19 years,59.4,4755,311781,78.1,"per 1,000"
2000,Wyoming,18-19 years,77.6,605,311781,78.1,"per 1,000"
2001,Alabama,18-19 years,91.2,5845,300620,75.5,"per 1,000"
2001,Alaska,18-19 years,87.3,754,300620,75.5,"per 1,000"
2001,Arizona,18-19 years,107.2,7557,300620,75.5,"per 1,000"
2001,Arkansas,18-19 years,110.1,4142,300620,75.5,"per 1,000"
2001,California,18-19 years,76.3,35693,300620,75.5,"per 1,000"
2001,Colorado,18-19 years,78.5,4827,300620,75.5,"per 1,000"
2001,Connecticut,18-19 years,48.1,2077,300620,75.5,"per 1,000"
2001,Delaware,18-19 years,67.7,821,300620,75.5,"per 1,000"
2001,District of Columbia,18-19 years,56.4,634,300620,75.5,"per 1,000"
2001,Florida,18-19 years,82.7,16205,300620,75.5,"per 1,000"
2001,Georgia,18-19 years,99.7,11526,300620,75.5,"per 1,000"
2001,Hawaii,18-19 years,79.6,1192,300620,75.5,"per 1,000"
2001,Idaho,18-19 years,69.6,1601,300620,75.5,"per 1,000"
2001,Illinois,18-19 years,76.6,13133,300620,75.5,"per 1,000"
2001,Indiana,18-19 years,77.4,7072,300620,75.5,"per 1,000"
2001,Iowa,18-19 years,53.3,2525,300620,75.5,"per 1,000"
2001,Kansas,18-19 years,73.8,3103,300620,75.5,"per 1,000"
2001,Kentucky,18-19 years,89.1,5010,300620,75.5,"per 1,000"
2001,Louisiana,18-19 years,95.9,6939,300620,75.5,"per 1,000"
2001,Maine,18-19 years,51.4,894,300620,75.5,"per 1,000"
2001,Maryland,18-19 years,65.4,4449,300620,75.5,"per 1,000"
2001,Massachusetts,18-19 years,37.6,3356,300620,75.5,"per 1,000"
2001,Michigan,18-19 years,65.5,9190,300620,75.5,"per 1,000"
2001,Minnesota,18-19 years,48.7,3657,300620,75.5,"per 1,000"
2001,Mississippi,18-19 years,102.7,4798,300620,75.5,"per 1,000"
2001,Missouri,18-19 years,79.8,6498,300620,75.5,"per 1,000"
2001,Montana,18-19 years,62.5,876,300620,75.5,"per 1,000"
2001,Nebraska,18-19 years,59.2,1633,300620,75.5,"per 1,000"
2001,Nevada,18-19 years,105.3,2455,300620,75.5,"per 1,000"
2001,New Hampshire,18-19 years,36.3,650,300620,75.5,"per 1,000"
2001,New Jersey,18-19 years,53.6,5140,300620,75.5,"per 1,000"
2001,New Mexico,18-19 years,104.3,2879,300620,75.5,"per 1,000"
2001,New York,18-19 years,53.3,13480,300620,75.5,"per 1,000"
2001,North Carolina,18-19 years,85.8,9608,300620,75.5,"per 1,000"
2001,North Dakota,18-19 years,42.2,499,300620,75.5,"per 1,000"
2001,Ohio,18-19 years,74.5,11781,300620,75.5,"per 1,000"
2001,Oklahoma,18-19 years,97.2,5151,300620,75.5,"per 1,000"
2001,Oregon,18-19 years,69.9,3343,300620,75.5,"per 1,000"
2001,Pennsylvania,18-19 years,52.7,9183,300620,75.5,"per 1,000"
2001,Rhode Island,18-19 years,46.5,812,300620,75.5,"per 1,000"
2001,South Carolina,18-19 years,87.7,5277,300620,75.5,"per 1,000"
2001,South Dakota,18-19 years,64.9,811,300620,75.5,"per 1,000"
2001,Tennessee,18-19 years,96.4,7421,300620,75.5,"per 1,000"
2001,Texas,18-19 years,107,34081,300620,75.5,"per 1,000"
2001,Total U.S.,18-19 years,75.5,300620,300620,75.5,"per 1,000"
2001,Utah,18-19 years,58.7,2798,300620,75.5,"per 1,000"
2001,Vermont,18-19 years,39.1,389,300620,75.5,"per 1,000"
2001,Virginia,18-19 years,65.3,6525,300620,75.5,"per 1,000"
2001,Washington,18-19 years,64.4,5264,300620,75.5,"per 1,000"
2001,West Virginia,18-19 years,76.4,1899,300620,75.5,"per 1,000"
2001,Wisconsin,18-19 years,55.9,4605,300620,75.5,"per 1,000"
2001,Wyoming,18-19 years,72.2,562,300620,75.5,"per 1,000"
2002,Alabama,18-19 years,87.5,5523,286762,72.2,"per 1,000"
2002,Alaska,18-19 years,83.4,750,286762,72.2,"per 1,000"
2002,Arizona,18-19 years,105.8,7384,286762,72.2,"per 1,000"
2002,Arkansas,18-19 years,105,3893,286762,72.2,"per 1,000"
2002,California,18-19 years,71.7,33555,286762,72.2,"per 1,000"
2002,Colorado,18-19 years,77.7,4798,286762,72.2,"per 1,000"
2002,Connecticut,18-19 years,43.2,1915,286762,72.2,"per 1,000"
2002,Delaware,18-19 years,67.1,825,286762,72.2,"per 1,000"
2002,District of Columbia,18-19 years,51.6,589,286762,72.2,"per 1,000"
2002,Florida,18-19 years,79.3,15745,286762,72.2,"per 1,000"
2002,Georgia,18-19 years,92.8,10707,286762,72.2,"per 1,000"
2002,Hawaii,18-19 years,74.4,1124,286762,72.2,"per 1,000"
2002,Idaho,18-19 years,65.4,1498,286762,72.2,"per 1,000"
2002,Illinois,18-19 years,71.4,12133,286762,72.2,"per 1,000"
2002,Indiana,18-19 years,74.3,6655,286762,72.2,"per 1,000"
2002,Iowa,18-19 years,51.5,2384,286762,72.2,"per 1,000"
2002,Kansas,18-19 years,73,3046,286762,72.2,"per 1,000"
2002,Kentucky,18-19 years,87.5,4831,286762,72.2,"per 1,000"
2002,Louisiana,18-19 years,95.5,6809,286762,72.2,"per 1,000"
2002,Maine,18-19 years,47,824,286762,72.2,"per 1,000"
2002,Maryland,18-19 years,61.6,4302,286762,72.2,"per 1,000"
2002,Massachusetts,18-19 years,34.5,3145,286762,72.2,"per 1,000"
2002,Michigan,18-19 years,60.3,8408,286762,72.2,"per 1,000"
2002,Minnesota,18-19 years,47.4,3508,286762,72.2,"per 1,000"
2002,Mississippi,18-19 years,101.1,4577,286762,72.2,"per 1,000"
2002,Missouri,18-19 years,76.6,6174,286762,72.2,"per 1,000"
2002,Montana,18-19 years,65.5,900,286762,72.2,"per 1,000"
2002,Nebraska,18-19 years,61.2,1693,286762,72.2,"per 1,000"
2002,Nevada,18-19 years,106,2477,286762,72.2,"per 1,000"
2002,New Hampshire,18-19 years,36.5,659,286762,72.2,"per 1,000"
2002,New Jersey,18-19 years,50.3,4874,286762,72.2,"per 1,000"
2002,New Mexico,18-19 years,104.1,2873,286762,72.2,"per 1,000"
2002,New York,18-19 years,49.1,12519,286762,72.2,"per 1,000"
2002,North Carolina,18-19 years,81.2,9165,286762,72.2,"per 1,000"
2002,North Dakota,18-19 years,41.9,490,286762,72.2,"per 1,000"
2002,Ohio,18-19 years,70.2,10880,286762,72.2,"per 1,000"
2002,Oklahoma,18-19 years,98.7,5123,286762,72.2,"per 1,000"
2002,Oregon,18-19 years,64.7,3103,286762,72.2,"per 1,000"
2002,Pennsylvania,18-19 years,49.7,8679,286762,72.2,"per 1,000"
2002,Rhode Island,18-19 years,45.1,807,286762,72.2,"per 1,000"
2002,South Carolina,18-19 years,82.8,4943,286762,72.2,"per 1,000"
2002,South Dakota,18-19 years,67,833,286762,72.2,"per 1,000"
2002,Tennessee,18-19 years,93.5,7068,286762,72.2,"per 1,000"
2002,Texas,18-19 years,105.2,33416,286762,72.2,"per 1,000"
2002,Total U.S.,18-19 years,72.2,286762,286762,72.2,"per 1,000"
2002,Utah,18-19 years,55.5,2576,286762,72.2,"per 1,000"
2002,Vermont,18-19 years,38.4,397,286762,72.2,"per 1,000"
2002,Virginia,18-19 years,61.8,6281,286762,72.2,"per 1,000"
2002,Washington,18-19 years,59.9,4880,286762,72.2,"per 1,000"
2002,West Virginia,18-19 years,78.7,1894,286762,72.2,"per 1,000"
2002,Wisconsin,18-19 years,55.2,4537,286762,72.2,"per 1,000"
2002,Wyoming,18-19 years,76.7,593,286762,72.2,"per 1,000"
2003,Alabama,18-19 years,84.8,5430,280196,69.6,"per 1,000"
2003,Alaska,18-19 years,78.5,731,280196,69.6,"per 1,000"
2003,Arizona,18-19 years,102.5,7421,280196,69.6,"per 1,000"
2003,Arkansas,18-19 years,103.2,3857,280196,69.6,"per 1,000"
2003,California,18-19 years,69.4,33142,280196,69.6,"per 1,000"
2003,Colorado,18-19 years,70.7,4393,280196,69.6,"per 1,000"
2003,Connecticut,18-19 years,43.1,1936,280196,69.6,"per 1,000"
2003,Delaware,18-19 years,65.6,819,280196,69.6,"per 1,000"
2003,District of Columbia,18-19 years,47.5,542,280196,69.6,"per 1,000"
2003,Florida,18-19 years,75.2,15544,280196,69.6,"per 1,000"
2003,Georgia,18-19 years,90.4,10642,280196,69.6,"per 1,000"
2003,Hawaii,18-19 years,70.7,1058,280196,69.6,"per 1,000"
2003,Idaho,18-19 years,67.2,1531,280196,69.6,"per 1,000"
2003,Illinois,18-19 years,67.5,11482,280196,69.6,"per 1,000"
2003,Indiana,18-19 years,72.8,6555,280196,69.6,"per 1,000"
2003,Iowa,18-19 years,51.7,2381,280196,69.6,"per 1,000"
2003,Kansas,18-19 years,69.8,2912,280196,69.6,"per 1,000"
2003,Kentucky,18-19 years,85.9,4744,280196,69.6,"per 1,000"
2003,Louisiana,18-19 years,90.9,6512,280196,69.6,"per 1,000"
2003,Maine,18-19 years,44.5,794,280196,69.6,"per 1,000"
2003,Maryland,18-19 years,59,4192,280196,69.6,"per 1,000"
2003,Massachusetts,18-19 years,34.2,3169,280196,69.6,"per 1,000"
2003,Michigan,18-19 years,58.9,8323,280196,69.6,"per 1,000"
2003,Minnesota,18-19 years,45.9,3429,280196,69.6,"per 1,000"
2003,Mississippi,18-19 years,98.2,4409,280196,69.6,"per 1,000"
2003,Missouri,18-19 years,74.9,6093,280196,69.6,"per 1,000"
2003,Montana,18-19 years,62.8,872,280196,69.6,"per 1,000"
2003,Nebraska,18-19 years,58.6,1608,280196,69.6,"per 1,000"
2003,Nevada,18-19 years,98.9,2465,280196,69.6,"per 1,000"
2003,New Hampshire,18-19 years,34.3,626,280196,69.6,"per 1,000"
2003,New Jersey,18-19 years,48.7,4775,280196,69.6,"per 1,000"
2003,New Mexico,18-19 years,102.8,2905,280196,69.6,"per 1,000"
2003,New York,18-19 years,46.8,12051,280196,69.6,"per 1,000"
2003,North Carolina,18-19 years,76.6,8795,280196,69.6,"per 1,000"
2003,North Dakota,18-19 years,39.9,464,280196,69.6,"per 1,000"
2003,Ohio,18-19 years,68.8,10764,280196,69.6,"per 1,000"
2003,Oklahoma,18-19 years,94.5,4867,280196,69.6,"per 1,000"
2003,Oregon,18-19 years,59.9,2892,280196,69.6,"per 1,000"
2003,Pennsylvania,18-19 years,48.5,8546,280196,69.6,"per 1,000"
2003,Rhode Island,18-19 years,38.3,691,280196,69.6,"per 1,000"
2003,South Carolina,18-19 years,79,4801,280196,69.6,"per 1,000"
2003,South Dakota,18-19 years,58.5,721,280196,69.6,"per 1,000"
2003,Tennessee,18-19 years,90.8,6987,280196,69.6,"per 1,000"
2003,Texas,18-19 years,101.8,32817,280196,69.6,"per 1,000"
2003,Total U.S.,18-19 years,69.6,280196,280196,69.6,"per 1,000"
2003,Utah,18-19 years,52.4,2386,280196,69.6,"per 1,000"
2003,Vermont,18-19 years,32.2,331,280196,69.6,"per 1,000"
2003,Virginia,18-19 years,60.7,6250,280196,69.6,"per 1,000"
2003,Washington,18-19 years,57.7,4760,280196,69.6,"per 1,000"
2003,West Virginia,18-19 years,77.3,1830,280196,69.6,"per 1,000"
2003,Wisconsin,18-19 years,52.9,4374,280196,69.6,"per 1,000"
2003,Wyoming,18-19 years,74.8,577,280196,69.6,"per 1,000"
2004,Oregon,18-19 years,58.4,2818,281282,68.7,"per 1,000"
2004,Alabama,18-19 years,83.8,5444,281282,68.7,"per 1,000"
2004,Alaska,18-19 years,82.5,788,281282,68.7,"per 1,000"
2004,Arizona,18-19 years,98.9,7492,281282,68.7,"per 1,000"
2004,Arkansas,18-19 years,105.2,3984,281282,68.7,"per 1,000"
2004,California,18-19 years,68.5,33485,281282,68.7,"per 1,000"
2004,Colorado,18-19 years,70.5,4417,281282,68.7,"per 1,000"
2004,Connecticut,18-19 years,42.7,1950,281282,68.7,"per 1,000"
2004,Delaware,18-19 years,60.4,769,281282,68.7,"per 1,000"
2004,District of Columbia,18-19 years,47.2,536,281282,68.7,"per 1,000"
2004,Florida,18-19 years,74.3,15965,281282,68.7,"per 1,000"
2004,Georgia,18-19 years,89,10774,281282,68.7,"per 1,000"
2004,Hawaii,18-19 years,66.3,1007,281282,68.7,"per 1,000"
2004,Idaho,18-19 years,67.4,1530,281282,68.7,"per 1,000"
2004,Illinois,18-19 years,67.1,11547,281282,68.7,"per 1,000"
2004,Indiana,18-19 years,73.5,6729,281282,68.7,"per 1,000"
2004,Iowa,18-19 years,50.9,2342,281282,68.7,"per 1,000"
2004,Kansas,18-19 years,68.3,2816,281282,68.7,"per 1,000"
2004,Kentucky,18-19 years,85.6,4768,281282,68.7,"per 1,000"
2004,Louisiana,18-19 years,90.6,6463,281282,68.7,"per 1,000"
2004,Maine,18-19 years,45.8,822,281282,68.7,"per 1,000"
2004,Maryland,18-19 years,56.8,4133,281282,68.7,"per 1,000"
2004,Massachusetts,18-19 years,32.8,3106,281282,68.7,"per 1,000"
2004,Michigan,18-19 years,58.6,8408,281282,68.7,"per 1,000"
2004,Minnesota,18-19 years,45.6,3437,281282,68.7,"per 1,000"
2004,Mississippi,18-19 years,98,4416,281282,68.7,"per 1,000"
2004,Missouri,18-19 years,74.3,6128,281282,68.7,"per 1,000"
2004,Montana,18-19 years,62.6,870,281282,68.7,"per 1,000"
2004,Nebraska,18-19 years,58.7,1595,281282,68.7,"per 1,000"
2004,Nevada,18-19 years,95.8,2526,281282,68.7,"per 1,000"
2004,New Hampshire,18-19 years,33.3,624,281282,68.7,"per 1,000"
2004,New Jersey,18-19 years,47.3,4709,281282,68.7,"per 1,000"
2004,New Mexico,18-19 years,96.6,2758,281282,68.7,"per 1,000"
2004,New York,18-19 years,44.4,11621,281282,68.7,"per 1,000"
2004,North Carolina,18-19 years,77.4,9140,281282,68.7,"per 1,000"
2004,North Dakota,18-19 years,41,479,281282,68.7,"per 1,000"
2004,Ohio,18-19 years,67.6,10714,281282,68.7,"per 1,000"
2004,Oklahoma,18-19 years,90.9,4712,281282,68.7,"per 1,000"
2004,Pennsylvania,18-19 years,47.9,8583,281282,68.7,"per 1,000"
2004,Rhode Island,18-19 years,42.4,790,281282,68.7,"per 1,000"
2004,South Carolina,18-19 years,79.6,4974,281282,68.7,"per 1,000"
2004,South Dakota,18-19 years,67.8,823,281282,68.7,"per 1,000"
2004,Tennessee,18-19 years,88.8,7011,281282,68.7,"per 1,000"
2004,Texas,18-19 years,101,33121,281282,68.7,"per 1,000"
2004,Total U.S.,18-19 years,68.7,281282,281282,68.7,"per 1,000"
2004,Utah,18-19 years,52.1,2349,281282,68.7,"per 1,000"
2004,Vermont,18-19 years,34.3,354,281282,68.7,"per 1,000"
2004,Virginia,18-19 years,58.3,6143,281282,68.7,"per 1,000"
2004,Washington,18-19 years,55.9,4726,281282,68.7,"per 1,000"
2004,West Virginia,18-19 years,73.2,1756,281282,68.7,"per 1,000"
2004,Wisconsin,18-19 years,51,4231,281282,68.7,"per 1,000"
2004,Wyoming,18-19 years,76.7,599,281282,68.7,"per 1,000"
2005,Alabama,18-19 years,81.3,5281,281402,68.4,"per 1,000"
2005,Alaska,18-19 years,80.3,748,281402,68.4,"per 1,000"
2005,Arizona,18-19 years,96.9,7616,281402,68.4,"per 1,000"
2005,Arkansas,18-19 years,104.1,3979,281402,68.4,"per 1,000"
2006,Idaho,18-19 years,68.6,1546,296493,71.2,"per 1,000"
2005,California,18-19 years,67.4,33290,281402,68.4,"per 1,000"
2005,Colorado,18-19 years,69.3,4361,281402,68.4,"per 1,000"
2005,Connecticut,18-19 years,41.5,1910,281402,68.4,"per 1,000"
2005,Delaware,18-19 years,65.1,844,281402,68.4,"per 1,000"
2005,District of Columbia,18-19 years,46,525,281402,68.4,"per 1,000"
2005,Florida,18-19 years,75,16547,281402,68.4,"per 1,000"
2005,Georgia,18-19 years,90.9,11245,281402,68.4,"per 1,000"
2005,Hawaii,18-19 years,66.5,1014,281402,68.4,"per 1,000"
2005,Idaho,18-19 years,66.1,1485,281402,68.4,"per 1,000"
2005,Illinois,18-19 years,65.9,11249,281402,68.4,"per 1,000"
2005,Indiana,18-19 years,73.8,6750,281402,68.4,"per 1,000"
2005,Iowa,18-19 years,52.7,2365,281402,68.4,"per 1,000"
2005,Kansas,18-19 years,71.1,2901,281402,68.4,"per 1,000"
2005,Kentucky,18-19 years,84.3,4713,281402,68.4,"per 1,000"
2005,Louisiana,18-19 years,80.1,5624,281402,68.4,"per 1,000"
2005,Maine,18-19 years,45.9,820,281402,68.4,"per 1,000"
2005,Maryland,18-19 years,57.5,4231,281402,68.4,"per 1,000"
2005,Massachusetts,18-19 years,32.4,3100,281402,68.4,"per 1,000"
2005,Michigan,18-19 years,56.5,8072,281402,68.4,"per 1,000"
2005,Minnesota,18-19 years,46.3,3414,281402,68.4,"per 1,000"
2005,Mississippi,18-19 years,96.9,4300,281402,68.4,"per 1,000"
2005,Missouri,18-19 years,73.5,6053,281402,68.4,"per 1,000"
2005,Montana,18-19 years,62.3,837,281402,68.4,"per 1,000"
2005,Nebraska,18-19 years,54.3,1452,281402,68.4,"per 1,000"
2005,Nevada,18-19 years,93,2568,281402,68.4,"per 1,000"
2005,New Hampshire,18-19 years,34.3,647,281402,68.4,"per 1,000"
2005,New Jersey,18-19 years,46.4,4679,281402,68.4,"per 1,000"
2005,New Mexico,18-19 years,99.4,2852,281402,68.4,"per 1,000"
2005,New York,18-19 years,44.6,11723,281402,68.4,"per 1,000"
2005,North Carolina,18-19 years,78.5,9409,281402,68.4,"per 1,000"
2005,North Dakota,18-19 years,43.4,485,281402,68.4,"per 1,000"
2005,Ohio,18-19 years,68.3,10777,281402,68.4,"per 1,000"
2005,Oklahoma,18-19 years,91,4665,281402,68.4,"per 1,000"
2005,Oregon,18-19 years,58.8,2844,281402,68.4,"per 1,000"
2005,Pennsylvania,18-19 years,48.2,8742,281402,68.4,"per 1,000"
2005,Rhode Island,18-19 years,40.9,757,281402,68.4,"per 1,000"
2005,South Carolina,18-19 years,80,5004,281402,68.4,"per 1,000"
2005,South Dakota,18-19 years,62.6,751,281402,68.4,"per 1,000"
2005,Tennessee,18-19 years,94,7519,281402,68.4,"per 1,000"
2005,Texas,18-19 years,100.3,33079,281402,68.4,"per 1,000"
2005,Total U.S.,18-19 years,68.4,281402,281402,68.4,"per 1,000"
2005,Utah,18-19 years,50.6,2264,281402,68.4,"per 1,000"
2005,Vermont,18-19 years,29.9,308,281402,68.4,"per 1,000"
2005,Virginia,18-19 years,59,6256,281402,68.4,"per 1,000"
2005,Washington,18-19 years,56.6,4779,281402,68.4,"per 1,000"
2005,West Virginia,18-19 years,72.8,1742,281402,68.4,"per 1,000"
2005,Wisconsin,18-19 years,51.7,4233,281402,68.4,"per 1,000"
2005,Wyoming,18-19 years,77.2,593,281402,68.4,"per 1,000"
2006,Alabama,18-19 years,89.4,5847,296493,71.2,"per 1,000"
2006,Alaska,18-19 years,83.8,787,296493,71.2,"per 1,000"
2006,Arizona,18-19 years,102.5,8358,296493,71.2,"per 1,000"
2006,Arkansas,18-19 years,107.8,4152,296493,71.2,"per 1,000"
2006,California,18-19 years,70.5,35582,296493,71.2,"per 1,000"
2006,Colorado,18-19 years,69.6,4406,296493,71.2,"per 1,000"
2006,Connecticut,18-19 years,42.2,1962,296493,71.2,"per 1,000"
2006,Delaware,18-19 years,66.5,873,296493,71.2,"per 1,000"
2006,District of Columbia,18-19 years,53.3,623,296493,71.2,"per 1,000"
2006,Florida,18-19 years,75.8,17305,296493,71.2,"per 1,000"
2006,Georgia,18-19 years,93.2,11901,296493,71.2,"per 1,000"
2006,Hawaii,18-19 years,70.6,1096,296493,71.2,"per 1,000"
2006,Illinois,18-19 years,68.2,11638,296493,71.2,"per 1,000"
2006,Indiana,18-19 years,73.7,6760,296493,71.2,"per 1,000"
2006,Iowa,18-19 years,56.2,2495,296493,71.2,"per 1,000"
2006,Kansas,18-19 years,73.3,2956,296493,71.2,"per 1,000"
2006,Kentucky,18-19 years,93.3,5225,296493,71.2,"per 1,000"
2006,Louisiana,18-19 years,91.9,5977,296493,71.2,"per 1,000"
2006,Maine,18-19 years,48.4,862,296493,71.2,"per 1,000"
2006,Maryland,18-19 years,60.8,4575,296493,71.2,"per 1,000"
2006,Massachusetts,18-19 years,34.3,3346,296493,71.2,"per 1,000"
2006,Michigan,18-19 years,59.2,8520,296493,71.2,"per 1,000"
2006,Minnesota,18-19 years,48.9,3556,296493,71.2,"per 1,000"
2006,Mississippi,18-19 years,109.4,4808,296493,71.2,"per 1,000"
2006,Missouri,18-19 years,77,6352,296493,71.2,"per 1,000"
2006,Montana,18-19 years,69.1,924,296493,71.2,"per 1,000"
2006,Nebraska,18-19 years,56.7,1495,296493,71.2,"per 1,000"
2006,Nevada,18-19 years,98,2857,296493,71.2,"per 1,000"
2006,New Hampshire,18-19 years,34.1,648,296493,71.2,"per 1,000"
2006,New Jersey,18-19 years,48.3,4958,296493,71.2,"per 1,000"
2006,New Mexico,18-19 years,105.8,3036,296493,71.2,"per 1,000"
2006,New York,18-19 years,46,12222,296493,71.2,"per 1,000"
2006,North Carolina,18-19 years,82.1,10085,296493,71.2,"per 1,000"
2006,North Dakota,18-19 years,43.4,468,296493,71.2,"per 1,000"
2006,Ohio,18-19 years,69.7,11032,296493,71.2,"per 1,000"
2006,Oklahoma,18-19 years,96.1,4945,296493,71.2,"per 1,000"
2006,Oregon,18-19 years,60.9,2975,296493,71.2,"per 1,000"
2006,Pennsylvania,18-19 years,50.5,9280,296493,71.2,"per 1,000"
2006,Rhode Island,18-19 years,38.6,740,296493,71.2,"per 1,000"
2006,South Carolina,18-19 years,86,5502,296493,71.2,"per 1,000"
2006,South Dakota,18-19 years,67.6,804,296493,71.2,"per 1,000"
2006,Tennessee,18-19 years,91.3,7390,296493,71.2,"per 1,000"
2006,Texas,18-19 years,102.7,34545,296493,71.2,"per 1,000"
2006,Total U.S.,18-19 years,71.2,296493,296493,71.2,"per 1,000"
2006,Utah,18-19 years,56.5,2515,296493,71.2,"per 1,000"
2006,Vermont,18-19 years,35.4,362,296493,71.2,"per 1,000"
2006,Virginia,18-19 years,60,6481,296493,71.2,"per 1,000"
2006,Washington,18-19 years,59.1,5048,296493,71.2,"per 1,000"
2006,West Virginia,18-19 years,77.8,1847,296493,71.2,"per 1,000"
2006,Wisconsin,18-19 years,51.9,4175,296493,71.2,"per 1,000"
2006,Wyoming,18-19 years,86.6,651,296493,71.2,"per 1,000"
2008,Nevada,18-19 years,85.1,2805,299094,68.2,"per 1,000"
2007,Alabama,18-19 years,87.8,5881,304333,71.7,"per 1,000"
2007,Alaska,18-19 years,90,846,304333,71.7,"per 1,000"
2007,Arizona,18-19 years,100,8489,304333,71.7,"per 1,000"
2007,Arkansas,18-19 years,105.1,4117,304333,71.7,"per 1,000"
2007,California,18-19 years,69,35825,304333,71.7,"per 1,000"
2007,Colorado,18-19 years,70.6,4508,304333,71.7,"per 1,000"
2007,Connecticut,18-19 years,41.6,1954,304333,71.7,"per 1,000"
2007,Delaware,18-19 years,63.1,853,304333,71.7,"per 1,000"
2007,District of Columbia,18-19 years,56.4,658,304333,71.7,"per 1,000"
2007,Florida,18-19 years,74.4,17572,304333,71.7,"per 1,000"
2007,Georgia,18-19 years,93,12318,304333,71.7,"per 1,000"
2007,Hawaii,18-19 years,72.9,1138,304333,71.7,"per 1,000"
2007,Idaho,18-19 years,71.1,1631,304333,71.7,"per 1,000"
2007,Illinois,18-19 years,69.6,12093,304333,71.7,"per 1,000"
2007,Indiana,18-19 years,74.6,6986,304333,71.7,"per 1,000"
2007,Iowa,18-19 years,57.2,2555,304333,71.7,"per 1,000"
2007,Kansas,18-19 years,74.1,2995,304333,71.7,"per 1,000"
2007,Kentucky,18-19 years,94.4,5383,304333,71.7,"per 1,000"
2007,Louisiana,18-19 years,94,6249,304333,71.7,"per 1,000"
2007,Maine,18-19 years,52.4,921,304333,71.7,"per 1,000"
2007,Maryland,18-19 years,60.8,4689,304333,71.7,"per 1,000"
2007,Massachusetts,18-19 years,34.3,3402,304333,71.7,"per 1,000"
2007,Michigan,18-19 years,59.5,8611,304333,71.7,"per 1,000"
2007,Minnesota,18-19 years,50.2,3671,304333,71.7,"per 1,000"
